State,Year,Quarter,District_name,Insurance_count,Insurance_amount
Telangana,2020,2,Rajanna Sircilla District,92.0,19833.0
Telangana,2020,2,Nagarkurnool District,102.0,21605.0
Telangana,2020,2,Peddapalle District,213.0,44319.0
Telangana,2020,2,Nirmal District,70.0,14299.0
Telangana,2020,2,Mahabubabad District,113.0,23167.0
Telangana,2020,2,Sangareddy District,712.0,134962.0
Telangana,2020,2,Wanaparthy District,61.0,14337.0
Telangana,2020,2,Vikarabad District,78.0,17263.0
Telangana,2020,2,Jagtial District,116.0,26068.0
Telangana,2020,2,Yadadri Bhuvanagiri District,132.0,27809.0
Telangana,2020,2,Medak District,77.0,16071.0
Telangana,2020,2,Mahbubnagar District,148.0,28077.0
Telangana,2020,2,Jaya Shankar Bhalupally District,55.0,12593.0
Telangana,2020,2,Warangal Urban District,786.0,147920.0
Telangana,2020,2,Rangareddy District,4495.0,778492.0
Telangana,2020,2,Hyderabad District,4783.0,805518.0
Telangana,2020,2,Suryapet District,183.0,36435.0
Telangana,2020,2,Jogulamba Gadwal District,91.0,19239.0
Telangana,2020,2,Kamareddy District,144.0,30475.0
Telangana,2020,2,Mulugu District,26.0,6723.0
Telangana,2020,2,Medchal Malkajgiri District,4150.0,711890.0
Telangana,2020,2,Karimnagar District,410.0,78638.0
Telangana,2020,2,Mancherial District,220.0,42506.0
Telangana,2020,2,Siddipet District,206.0,41839.0
Telangana,2020,2,Khammam District,334.0,68883.0
Telangana,2020,3,Narayanpet District,149.0,32049.0
Telangana,2020,3,Nalgonda District,1035.0,269617.0
Telangana,2020,3,Jangaon District,273.0,60575.0
Telangana,2020,3,Bhadradri Kothagudem District,816.0,217549.0
Telangana,2020,3,Warangal Rural District,370.0,94002.0
Telangana,2020,3,Kumuram Bheem Asifabad District,142.0,38117.0
Telangana,2020,3,Nizamabad District,857.0,243682.0
Telangana,2020,3,Adilabad District,241.0,53855.0
Telangana,2020,3,Rajanna Sircilla District,185.0,59989.0
Telangana,2020,3,Nagarkurnool District,293.0,73011.0
Telangana,2020,3,Peddapalle District,609.0,170114.0
Telangana,2020,3,Nirmal District,266.0,72468.0
Telangana,2020,3,Mahabubabad District,342.0,86451.0
Telangana,2020,3,Sangareddy District,1442.0,363881.0
Telangana,2020,3,Wanaparthy District,205.0,52693.0
Telangana,2020,3,Vikarabad District,290.0,69322.0
Telangana,2020,3,Jagtial District,490.0,139624.0
Telangana,2020,3,Yadadri Bhuvanagiri District,316.0,72815.0
Telangana,2020,3,Medak District,252.0,67248.0
Telangana,2020,3,Mahbubnagar District,525.0,130393.0
Telangana,2020,3,Jaya Shankar Bhalupally District,206.0,52742.0
Telangana,2020,3,Warangal Urban District,1612.0,385281.0
Telangana,2020,3,Rangareddy District,6340.0,1509162.0
Telangana,2020,3,Hyderabad District,6331.0,1397580.0
Telangana,2020,3,Suryapet District,639.0,153796.0
Telangana,2020,3,Jogulamba Gadwal District,221.0,54595.0
Telangana,2020,3,Kamareddy District,457.0,118381.0
Telangana,2020,3,Mulugu District,107.0,27634.0
Telangana,2020,3,Medchal Malkajgiri District,5929.0,1415970.0
Telangana,2020,3,Karimnagar District,1157.0,313760.0
Telangana,2020,3,Mancherial District,531.0,142803.0
Telangana,2020,3,Siddipet District,541.0,149772.0
Telangana,2020,3,Khammam District,1226.0,317612.0
Telangana,2020,4,Narayanpet District,74.0,22761.0
Telangana,2020,4,Nalgonda District,834.0,464673.0
Telangana,2020,4,Jangaon District,159.0,73054.0
Telangana,2020,4,Bhadradri Kothagudem District,597.0,290516.0
Telangana,2020,4,Warangal Rural District,257.0,110578.0
Telangana,2020,4,Kumuram Bheem Asifabad District,107.0,49848.0
Telangana,2020,4,Nizamabad District,491.0,256473.0
Telangana,2020,4,Adilabad District,174.0,70112.0
Telangana,2020,4,Rajanna Sircilla District,172.0,61230.0
Telangana,2020,4,Nagarkurnool District,175.0,71716.0
Telangana,2020,4,Peddapalle District,408.0,194179.0
Telangana,2020,4,Nirmal District,209.0,98114.0
Telangana,2020,4,Mahabubabad District,204.0,104128.0
Telangana,2020,4,Sangareddy District,797.0,507751.0
Telangana,2020,4,Wanaparthy District,126.0,51086.0
Telangana,2020,4,Vikarabad District,161.0,76221.0
Telangana,2020,4,Jagtial District,296.0,145110.0
Telangana,2020,4,Yadadri Bhuvanagiri District,254.0,152909.0
Telangana,2020,4,Medak District,198.0,120566.0
Telangana,2020,4,Mahbubnagar District,292.0,152298.0
Telangana,2020,4,Jaya Shankar Bhalupally District,151.0,71066.0
Telangana,2020,4,Warangal Urban District,1030.0,522488.0
Telangana,2020,4,Rangareddy District,3486.0,2124943.0
Telangana,2020,4,Hyderabad District,3682.0,1892565.0
Telangana,2020,4,Suryapet District,445.0,211438.0
Telangana,2020,4,Jogulamba Gadwal District,136.0,42936.0
Telangana,2020,4,Kamareddy District,299.0,131614.0
Telangana,2020,4,Mulugu District,84.0,34417.0
Telangana,2020,4,Medchal Malkajgiri District,3298.0,2034226.0
Telangana,2020,4,Karimnagar District,649.0,307932.0
Telangana,2020,4,Mancherial District,515.0,274989.0
Telangana,2020,4,Siddipet District,387.0,175621.0
Telangana,2020,4,Khammam District,814.0,441541.0
Telangana,2021,1,Narayanpet District,127.0,63895.0
Telangana,2021,1,Nalgonda District,1034.0,573172.0
Telangana,2021,1,Jangaon District,248.0,96090.0
Telangana,2021,1,Bhadradri Kothagudem District,685.0,366242.0
Telangana,2021,1,Warangal Rural District,371.0,163692.0
Telangana,2021,1,Kumuram Bheem Asifabad District,159.0,95708.0
Telangana,2021,1,Nizamabad District,749.0,330191.0
Telangana,2021,1,Adilabad District,246.0,148265.0
Telangana,2021,1,Rajanna Sircilla District,240.0,105084.0
Telangana,2021,1,Nagarkurnool District,326.0,134952.0
Telangana,2021,1,Peddapalle District,494.0,245348.0
Telangana,2021,1,Nirmal District,218.0,150091.0
Telangana,2021,1,Mahabubabad District,364.0,180196.0
Telangana,2021,1,Sangareddy District,1250.0,790111.0
Telangana,2021,1,Wanaparthy District,164.0,59414.0
Telangana,2021,1,Vikarabad District,250.0,122209.0
Telangana,2021,1,Jagtial District,415.0,220693.0
Telangana,2021,1,Yadadri Bhuvanagiri District,363.0,166973.0
Telangana,2021,1,Medak District,289.0,124967.0
Telangana,2021,1,Mahbubnagar District,385.0,174800.0
Telangana,2021,1,Jaya Shankar Bhalupally District,210.0,86316.0
Telangana,2021,1,Warangal Urban District,1333.0,701830.0
Telangana,2021,1,Rangareddy District,4821.0,2864273.0
Telangana,2021,1,Hyderabad District,5067.0,2446647.0
Telangana,2021,1,Suryapet District,524.0,260363.0
Telangana,2021,1,Jogulamba Gadwal District,159.0,49017.0
Telangana,2021,1,Kamareddy District,417.0,172478.0
Telangana,2021,1,Mulugu District,145.0,80147.0
Telangana,2021,1,Medchal Malkajgiri District,4375.0,2393448.0
Telangana,2021,1,Karimnagar District,960.0,472977.0
Telangana,2021,1,Mancherial District,521.0,264371.0
Telangana,2021,1,Siddipet District,483.0,246629.0
Telangana,2021,1,Khammam District,906.0,460358.0
Telangana,2021,2,Narayanpet District,95.0,42077.0
Telangana,2021,2,Nalgonda District,834.0,548380.0
Telangana,2021,2,Jangaon District,172.0,137871.0
Telangana,2021,2,Bhadradri Kothagudem District,639.0,529480.0
Telangana,2021,2,Warangal Rural District,273.0,153426.0
Telangana,2021,2,Kumuram Bheem Asifabad District,126.0,90201.0
Telangana,2021,2,Nizamabad District,760.0,463775.0
Telangana,2021,2,Adilabad District,203.0,118691.0
Telangana,2021,2,Rajanna Sircilla District,248.0,152233.0
Telangana,2021,2,Nagarkurnool District,217.0,172498.0
Telangana,2021,2,Peddapalle District,435.0,258873.0
Telangana,2021,2,Nirmal District,361.0,308414.0
Telangana,2021,2,Mahabubabad District,221.0,132191.0
Telangana,2021,2,Sangareddy District,1264.0,979882.0
Telangana,2021,2,Wanaparthy District,124.0,134246.0
Telangana,2021,2,Vikarabad District,176.0,147059.0
Telangana,2021,2,Jagtial District,378.0,320580.0
Telangana,2021,2,Yadadri Bhuvanagiri District,294.0,176127.0
Telangana,2021,2,Medak District,177.0,101561.0
Telangana,2021,2,Mahbubnagar District,335.0,244463.0
Telangana,2021,2,Jaya Shankar Bhalupally District,132.0,94871.0
Telangana,2021,2,Warangal Urban District,1267.0,944761.0
Telangana,2021,2,Rangareddy District,5618.0,4515303.0
Telangana,2021,2,Hyderabad District,5616.0,3945773.0
Telangana,2021,2,Suryapet District,513.0,355356.0
Telangana,2021,2,Jogulamba Gadwal District,179.0,109914.0
Telangana,2021,2,Kamareddy District,345.0,225336.0
Telangana,2021,2,Mulugu District,85.0,80917.0
Telangana,2021,2,Medchal Malkajgiri District,5094.0,3743459.0
Telangana,2021,2,Karimnagar District,786.0,446639.0
Telangana,2021,2,Mancherial District,535.0,384223.0
Telangana,2021,2,Siddipet District,422.0,310232.0
Telangana,2021,2,Khammam District,946.0,566839.0
Telangana,2021,3,Narayanpet District,70.0,81688.0
Telangana,2021,3,Nalgonda District,822.0,627098.0
Telangana,2021,3,Jangaon District,167.0,126594.0
Telangana,2021,3,Bhadradri Kothagudem District,538.0,391835.0
Telangana,2021,3,Warangal Rural District,271.0,221048.0
Telangana,2021,3,Kumuram Bheem Asifabad District,102.0,81939.0
Telangana,2021,3,Nizamabad District,545.0,423866.0
Telangana,2021,3,Adilabad District,218.0,220848.0
Telangana,2021,3,Rajanna Sircilla District,195.0,122961.0
Telangana,2021,3,Nagarkurnool District,216.0,147783.0
Telangana,2021,3,Peddapalle District,478.0,312108.0
Telangana,2021,3,Nirmal District,315.0,274664.0
Telangana,2021,3,Mahabubabad District,211.0,140779.0
Telangana,2021,3,Sangareddy District,1257.0,1064357.0
Telangana,2021,3,Wanaparthy District,151.0,137536.0
Telangana,2021,3,Vikarabad District,222.0,161543.0
Telangana,2021,3,Jagtial District,326.0,318612.0
Telangana,2021,3,Yadadri Bhuvanagiri District,398.0,314804.0
Telangana,2021,3,Medak District,216.0,150441.0
Telangana,2021,3,Mahbubnagar District,295.0,239626.0
Telangana,2021,3,Jaya Shankar Bhalupally District,136.0,100024.0
Telangana,2021,3,Warangal Urban District,1340.0,967149.0
Telangana,2021,3,Rangareddy District,5064.0,4209112.0
Telangana,2021,3,Hyderabad District,5201.0,3813732.0
Telangana,2021,3,Suryapet District,430.0,280653.0
Telangana,2021,3,Jogulamba Gadwal District,119.0,69084.0
Telangana,2021,3,Kamareddy District,305.0,211358.0
Telangana,2021,3,Mulugu District,95.0,75266.0
Telangana,2021,3,Medchal Malkajgiri District,4896.0,3968450.0
Telangana,2021,3,Karimnagar District,760.0,418556.0
Telangana,2021,3,Mancherial District,539.0,413727.0
Telangana,2021,3,Siddipet District,400.0,301496.0
Telangana,2021,3,Khammam District,782.0,536480.0
Telangana,2021,4,Narayanpet District,83.0,74848.0
Telangana,2021,4,Nalgonda District,631.0,888187.0
Telangana,2021,4,Jangaon District,313.0,351017.0
Telangana,2021,4,Bhadradri Kothagudem District,840.0,953767.0
Telangana,2021,4,Warangal Rural District,366.0,390215.0
Telangana,2021,4,Kumuram Bheem Asifabad District,180.0,197254.0
Telangana,2021,4,Nizamabad District,666.0,714224.0
Telangana,2021,4,Adilabad District,220.0,195452.0
Telangana,2021,4,Rajanna Sircilla District,223.0,246999.0
Telangana,2021,4,Nagarkurnool District,227.0,264535.0
Telangana,2021,4,Peddapalle District,666.0,805934.0
Telangana,2021,4,Nirmal District,328.0,366030.0
Telangana,2021,4,Mahabubabad District,335.0,300454.0
Telangana,2021,4,Sangareddy District,1219.0,1921406.0
Telangana,2021,4,Wanaparthy District,157.0,126321.0
Telangana,2021,4,Vikarabad District,277.0,241693.0
Telangana,2021,4,Jagtial District,537.0,649577.0
Telangana,2021,4,Yadadri Bhuvanagiri District,176.0,276107.0
Telangana,2021,4,Medak District,149.0,255333.0
Telangana,2021,4,Mahbubnagar District,334.0,387296.0
Telangana,2021,4,Jaya Shankar Bhalupally District,171.0,216354.0
Telangana,2021,4,Warangal Urban District,2289.0,2254395.0
Telangana,2021,4,Rangareddy District,6835.0,7932450.0
Telangana,2021,4,Hyderabad District,7016.0,7001072.0
Telangana,2021,4,Suryapet District,402.0,563471.0
Telangana,2021,4,Jogulamba Gadwal District,128.0,135778.0
Telangana,2021,4,Kamareddy District,305.0,263050.0
Telangana,2021,4,Mulugu District,105.0,105497.0
Telangana,2021,4,Medchal Malkajgiri District,6553.0,7341035.0
Telangana,2021,4,Karimnagar District,962.0,970635.0
Telangana,2021,4,Mancherial District,814.0,909975.0
Telangana,2021,4,Siddipet District,287.0,385987.0
Telangana,2021,4,Khammam District,1054.0,1159144.0
Telangana,2022,1,Narayanpet District,78.0,127136.0
Telangana,2022,1,Nalgonda District,902.0,1364965.0
Telangana,2022,1,Jangaon District,251.0,388422.0
Telangana,2022,1,Bhadradri Kothagudem District,809.0,1305086.0
Telangana,2022,1,Warangal Rural District,274.0,328568.0
Telangana,2022,1,Kumuram Bheem Asifabad District,155.0,217297.0
Telangana,2022,1,Nizamabad District,576.0,741988.0
Telangana,2022,1,Adilabad District,193.0,313722.0
Telangana,2022,1,Rajanna Sircilla District,266.0,353729.0
Telangana,2022,1,Nagarkurnool District,200.0,259048.0
Telangana,2022,1,Peddapalle District,689.0,897453.0
Telangana,2022,1,Nirmal District,341.0,463435.0
Telangana,2022,1,Mahabubabad District,282.0,361180.0
Telangana,2022,1,Sangareddy District,1654.0,2731166.0
Telangana,2022,1,Wanaparthy District,130.0,161577.0
Telangana,2022,1,Vikarabad District,214.0,366517.0
Telangana,2022,1,Jagtial District,431.0,663456.0
Telangana,2022,1,Yadadri Bhuvanagiri District,325.0,573830.0
Telangana,2022,1,Medak District,185.0,300612.0
Telangana,2022,1,Mahbubnagar District,310.0,462775.0
Telangana,2022,1,Jaya Shankar Bhalupally District,167.0,237123.0
Telangana,2022,1,Warangal Urban District,1844.0,2603848.0
Telangana,2022,1,Rangareddy District,7261.0,10851640.0
Telangana,2022,1,Hyderabad District,7434.0,9813417.0
Telangana,2022,1,Suryapet District,457.0,688118.0
Telangana,2022,1,Jogulamba Gadwal District,172.0,163792.0
Telangana,2022,1,Kamareddy District,312.0,440040.0
Telangana,2022,1,Mulugu District,98.0,152257.0
Telangana,2022,1,Medchal Malkajgiri District,7300.0,10383529.0
Telangana,2022,1,Karimnagar District,949.0,1122703.0
Telangana,2022,1,Mancherial District,860.0,1294290.0
Telangana,2022,1,Siddipet District,345.0,490257.0
Telangana,2022,1,Khammam District,861.0,1319040.0
Telangana,2022,2,Narayanpet District,120.0,154731.0
Telangana,2022,2,Nalgonda District,1156.0,1581874.0
Telangana,2022,2,Jangaon District,244.0,356782.0
Telangana,2022,2,Bhadradri Kothagudem District,1097.0,1306578.0
Telangana,2022,2,Warangal Rural District,267.0,372810.0
Telangana,2022,2,Kumuram Bheem Asifabad District,154.0,190179.0
Telangana,2022,2,Nizamabad District,657.0,885412.0
Telangana,2022,2,Adilabad District,222.0,337731.0
Telangana,2022,2,Rajanna Sircilla District,290.0,388788.0
Telangana,2022,2,Nagarkurnool District,222.0,278135.0
Telangana,2022,2,Peddapalle District,672.0,887190.0
Telangana,2022,2,Nirmal District,410.0,486392.0
Telangana,2022,2,Mahabubabad District,258.0,306058.0
Telangana,2022,2,Sangareddy District,2309.0,2962591.0
Telangana,2022,2,Wanaparthy District,117.0,132278.0
Telangana,2022,2,Vikarabad District,232.0,448438.0
Telangana,2022,2,Jagtial District,487.0,652747.0
Telangana,2022,2,Yadadri Bhuvanagiri District,411.0,605090.0
Telangana,2022,2,Medak District,345.0,520585.0
Telangana,2022,2,Mahbubnagar District,356.0,547272.0
Telangana,2022,2,Jaya Shankar Bhalupally District,177.0,289275.0
Telangana,2022,2,Warangal Urban District,2042.0,2140645.0
Telangana,2022,2,Rangareddy District,10065.0,13653367.0
Telangana,2022,2,Hyderabad District,9542.0,11365866.0
Telangana,2022,2,Suryapet District,633.0,770066.0
Telangana,2022,2,Jogulamba Gadwal District,207.0,154989.0
Telangana,2022,2,Kamareddy District,406.0,473238.0
Telangana,2022,2,Mulugu District,87.0,118215.0
Telangana,2022,2,Medchal Malkajgiri District,8919.0,11248856.0
Telangana,2022,2,Karimnagar District,1191.0,1432900.0
Telangana,2022,2,Mancherial District,774.0,1007355.0
Telangana,2022,2,Siddipet District,501.0,745153.0
Telangana,2022,2,Khammam District,1030.0,1255370.0
Telangana,2022,3,Narayanpet District,106.0,143266.0
Telangana,2022,3,Nalgonda District,1410.0,1593165.0
Telangana,2022,3,Jangaon District,272.0,350492.0
Telangana,2022,3,Bhadradri Kothagudem District,1180.0,1626914.0
Telangana,2022,3,Warangal Rural District,341.0,417219.0
Telangana,2022,3,Kumuram Bheem Asifabad District,201.0,268240.0
Telangana,2022,3,Nizamabad District,674.0,891645.0
Telangana,2022,3,Adilabad District,305.0,334983.0
Telangana,2022,3,Rajanna Sircilla District,216.0,308972.0
Telangana,2022,3,Nagarkurnool District,267.0,334468.0
Telangana,2022,3,Peddapalle District,897.0,1031748.0
Telangana,2022,3,Nirmal District,370.0,453892.0
Telangana,2022,3,Mahabubabad District,282.0,388652.0
Telangana,2022,3,Sangareddy District,2789.0,3682903.0
Telangana,2022,3,Wanaparthy District,196.0,218305.0
Telangana,2022,3,Vikarabad District,277.0,454769.0
Telangana,2022,3,Jagtial District,524.0,661617.0
Telangana,2022,3,Yadadri Bhuvanagiri District,470.0,677654.0
Telangana,2022,3,Medak District,393.0,551147.0
Telangana,2022,3,Mahbubnagar District,385.0,597948.0
Telangana,2022,3,Jaya Shankar Bhalupally District,176.0,249083.0
Telangana,2022,3,Warangal Urban District,2301.0,2550693.0
Telangana,2022,3,Rangareddy District,11801.0,15523643.0
Telangana,2022,3,Hyderabad District,10560.0,12374531.0
Telangana,2022,3,Suryapet District,698.0,879300.0
Telangana,2022,3,Jogulamba Gadwal District,265.0,235858.0
Telangana,2022,3,Kamareddy District,342.0,424333.0
Telangana,2022,3,Mulugu District,135.0,145096.0
Telangana,2022,3,Medchal Malkajgiri District,10158.0,12806190.0
Telangana,2022,3,Karimnagar District,1050.0,1412025.0
Telangana,2022,3,Mancherial District,830.0,994458.0
Telangana,2022,3,Siddipet District,498.0,826154.0
Telangana,2022,3,Khammam District,1096.0,1388763.0
Telangana,2022,4,Narayanpet District,101.0,163994.0
Telangana,2022,4,Nalgonda District,1431.0,1845429.0
Telangana,2022,4,Jangaon District,396.0,538286.0
Telangana,2022,4,Bhadradri Kothagudem District,1592.0,2285868.0
Telangana,2022,4,Warangal Rural District,461.0,563364.0
Telangana,2022,4,Kumuram Bheem Asifabad District,308.0,433157.0
Telangana,2022,4,Nizamabad District,952.0,1334576.0
Telangana,2022,4,Adilabad District,360.0,428263.0
Telangana,2022,4,Rajanna Sircilla District,364.0,431074.0
Telangana,2022,4,Nagarkurnool District,343.0,501913.0
Telangana,2022,4,Peddapalle District,1399.0,1878146.0
Telangana,2022,4,Nirmal District,500.0,728986.0
Telangana,2022,4,Mahabubabad District,349.0,443660.0
Telangana,2022,4,Sangareddy District,3439.0,4978596.0
Telangana,2022,4,Wanaparthy District,162.0,143898.0
Telangana,2022,4,Vikarabad District,297.0,524287.0
Telangana,2022,4,Jagtial District,655.0,932846.0
Telangana,2022,4,Yadadri Bhuvanagiri District,526.0,854500.0
Telangana,2022,4,Medak District,402.0,499547.0
Telangana,2022,4,Mahbubnagar District,522.0,794303.0
Telangana,2022,4,Jaya Shankar Bhalupally District,208.0,363319.0
Telangana,2022,4,Warangal Urban District,3013.0,3748304.0
Telangana,2022,4,Rangareddy District,15005.0,21565381.0
Telangana,2022,4,Hyderabad District,12819.0,15945642.0
Telangana,2022,4,Suryapet District,839.0,1165725.0
Telangana,2022,4,Jogulamba Gadwal District,194.0,273435.0
Telangana,2022,4,Kamareddy District,465.0,499662.0
Telangana,2022,4,Mulugu District,132.0,202784.0
Telangana,2022,4,Medchal Malkajgiri District,12852.0,17986714.0
Telangana,2022,4,Karimnagar District,1283.0,1902354.0
Telangana,2022,4,Mancherial District,1257.0,1638180.0
Telangana,2022,4,Siddipet District,681.0,1040086.0
Telangana,2022,4,Khammam District,1348.0,1907848.0
Telangana,2023,1,Narayanpet District,71.0,112389.0
Telangana,2023,1,Nalgonda District,1236.0,1952099.0
Telangana,2023,1,Jangaon District,296.0,462395.0
Telangana,2023,1,Bhadradri Kothagudem District,1128.0,1801388.0
Telangana,2023,1,Warangal Rural District,339.0,538687.0
Telangana,2023,1,Kumuram Bheem Asifabad District,235.0,369621.0
Telangana,2023,1,Nizamabad District,607.0,937537.0
Telangana,2023,1,Adilabad District,258.0,428973.0
Telangana,2023,1,Rajanna Sircilla District,317.0,472145.0
Telangana,2023,1,Nagarkurnool District,173.0,293037.0
Telangana,2023,1,Peddapalle District,1068.0,1657846.0
Telangana,2023,1,Nirmal District,399.0,597090.0
Telangana,2023,1,Mahabubabad District,262.0,381506.0
Telangana,2023,1,Sangareddy District,3015.0,4745090.0
Telangana,2023,1,Wanaparthy District,132.0,204850.0
Telangana,2023,1,Vikarabad District,225.0,486971.0
Telangana,2023,1,Jagtial District,575.0,828229.0
Telangana,2023,1,Yadadri Bhuvanagiri District,466.0,809460.0
Telangana,2023,1,Medak District,285.0,547411.0
Telangana,2023,1,Mahbubnagar District,456.0,832789.0
Telangana,2023,1,Jaya Shankar Bhalupally District,176.0,371219.0
Telangana,2023,1,Warangal Urban District,2312.0,3203776.0
Telangana,2023,1,Rangareddy District,13622.0,21152107.0
Telangana,2023,1,Hyderabad District,10418.0,14820277.0
Telangana,2023,1,Suryapet District,726.0,1270631.0
Telangana,2023,1,Jogulamba Gadwal District,144.0,193475.0
Telangana,2023,1,Kamareddy District,400.0,565145.0
Telangana,2023,1,Mulugu District,103.0,195190.0
Telangana,2023,1,Medchal Malkajgiri District,11454.0,16935012.0
Telangana,2023,1,Karimnagar District,1139.0,1741178.0
Telangana,2023,1,Mancherial District,889.0,1290899.0
Telangana,2023,1,Siddipet District,490.0,764713.0
Telangana,2023,1,Khammam District,1092.0,1715072.0
Telangana,2023,2,Narayanpet District,91.0,141772.0
Telangana,2023,2,Nalgonda District,1238.0,1675694.0
Telangana,2023,2,Jangaon District,280.0,437659.0
Telangana,2023,2,Bhadradri Kothagudem District,1151.0,1627129.0
Telangana,2023,2,Warangal Rural District,283.0,464515.0
Telangana,2023,2,Kumuram Bheem Asifabad District,182.0,226277.0
Telangana,2023,2,Nizamabad District,796.0,1274403.0
Telangana,2023,2,Adilabad District,195.0,291429.0
Telangana,2023,2,Rajanna Sircilla District,323.0,483394.0
Telangana,2023,2,Nagarkurnool District,249.0,331514.0
Telangana,2023,2,Peddapalle District,775.0,1102721.0
Telangana,2023,2,Nirmal District,419.0,596374.0
Telangana,2023,2,Mahabubabad District,238.0,268173.0
Telangana,2023,2,Sangareddy District,2919.0,4750595.0
Telangana,2023,2,Wanaparthy District,143.0,240344.0
Telangana,2023,2,Vikarabad District,238.0,389423.0
Telangana,2023,2,Jagtial District,477.0,721688.0
Telangana,2023,2,Yadadri Bhuvanagiri District,455.0,682580.0
Telangana,2023,2,Medak District,332.0,516222.0
Telangana,2023,2,Mahbubnagar District,435.0,864891.0
Telangana,2023,2,Jaya Shankar Bhalupally District,193.0,307517.0
Telangana,2023,2,Warangal Urban District,2155.0,2533869.0
Telangana,2023,2,Rangareddy District,13998.0,20753771.0
Telangana,2023,2,Hyderabad District,10818.0,14610195.0
Telangana,2023,2,Suryapet District,622.0,862244.0
Telangana,2023,2,Jogulamba Gadwal District,248.0,285558.0
Telangana,2023,2,Kamareddy District,379.0,406171.0
Telangana,2023,2,Mulugu District,75.0,125347.0
Telangana,2023,2,Medchal Malkajgiri District,11833.0,17077694.0
Telangana,2023,2,Karimnagar District,1074.0,1547293.0
Telangana,2023,2,Mancherial District,980.0,1356480.0
Telangana,2023,2,Siddipet District,547.0,830916.0
Telangana,2023,2,Khammam District,977.0,1455116.0
Telangana,2023,3,Narayanpet District,97.0,128854.0
Telangana,2023,3,Nalgonda District,1531.0,1957682.0
Telangana,2023,3,Jangaon District,274.0,432325.0
Telangana,2023,3,Bhadradri Kothagudem District,1189.0,1750083.0
Telangana,2023,3,Warangal Rural District,340.0,469534.0
Telangana,2023,3,Kumuram Bheem Asifabad District,230.0,293880.0
Telangana,2023,3,Nizamabad District,855.0,1137830.0
Telangana,2023,3,Adilabad District,259.0,470308.0
Telangana,2023,3,Rajanna Sircilla District,387.0,509607.0
Telangana,2023,3,Nagarkurnool District,291.0,400349.0
Telangana,2023,3,Peddapalle District,937.0,1375183.0
Telangana,2023,3,Nirmal District,431.0,599949.0
Telangana,2023,3,Mahabubabad District,287.0,354564.0
Telangana,2023,3,Sangareddy District,3242.0,4802022.0
Telangana,2023,3,Wanaparthy District,128.0,179701.0
Telangana,2023,3,Vikarabad District,321.0,574883.0
Telangana,2023,3,Jagtial District,551.0,769532.0
Telangana,2023,3,Yadadri Bhuvanagiri District,579.0,852113.0
Telangana,2023,3,Medak District,368.0,511818.0
Telangana,2023,3,Mahbubnagar District,506.0,737664.0
Telangana,2023,3,Jaya Shankar Bhalupally District,205.0,314054.0
Telangana,2023,3,Warangal Urban District,2253.0,2961157.0
Telangana,2023,3,Rangareddy District,16236.0,23374057.0
Telangana,2023,3,Hyderabad District,11568.0,14426420.0
Telangana,2023,3,Suryapet District,765.0,1058466.0
Telangana,2023,3,Jogulamba Gadwal District,356.0,324692.0
Telangana,2023,3,Kamareddy District,410.0,627083.0
Telangana,2023,3,Mulugu District,124.0,156396.0
Telangana,2023,3,Medchal Malkajgiri District,13044.0,17698951.0
Telangana,2023,3,Karimnagar District,1066.0,1423910.0
Telangana,2023,3,Mancherial District,898.0,1202717.0
Telangana,2023,3,Siddipet District,630.0,867576.0
Telangana,2023,3,Khammam District,1165.0,1654105.0
Telangana,2023,4,Narayanpet District,121.0,210456.0
Telangana,2023,4,Nalgonda District,1399.0,2410148.0
Telangana,2023,4,Jangaon District,395.0,663118.0
Telangana,2023,4,Bhadradri Kothagudem District,1224.0,2079214.0
Telangana,2023,4,Warangal Rural District,363.0,537220.0
Telangana,2023,4,Kumuram Bheem Asifabad District,219.0,362453.0
Telangana,2023,4,Nizamabad District,795.0,1466606.0
Telangana,2023,4,Adilabad District,279.0,450286.0
Telangana,2023,4,Rajanna Sircilla District,384.0,602526.0
Telangana,2023,4,Nagarkurnool District,318.0,493700.0
Telangana,2023,4,Peddapalle District,1120.0,1681028.0
Telangana,2023,4,Nirmal District,383.0,560140.0
Telangana,2023,4,Mahabubabad District,278.0,356599.0
Telangana,2023,4,Sangareddy District,3604.0,6270437.0
Telangana,2023,4,Wanaparthy District,136.0,227299.0
Telangana,2023,4,Vikarabad District,380.0,724448.0
Telangana,2023,4,Jagtial District,602.0,978037.0
Telangana,2023,4,Yadadri Bhuvanagiri District,551.0,936834.0
Telangana,2023,4,Medak District,393.0,643056.0
Telangana,2023,4,Mahbubnagar District,519.0,929037.0
Telangana,2023,4,Jaya Shankar Bhalupally District,263.0,400763.0
Telangana,2023,4,Warangal Urban District,2698.0,3941935.0
Telangana,2023,4,Rangareddy District,16541.0,29175361.0
Telangana,2023,4,Hyderabad District,12099.0,18060782.0
Telangana,2023,4,Suryapet District,691.0,1118769.0
Telangana,2023,4,Jogulamba Gadwal District,344.0,365129.0
Telangana,2023,4,Kamareddy District,462.0,666324.0
Telangana,2023,4,Mulugu District,132.0,195602.0
Telangana,2023,4,Medchal Malkajgiri District,13254.0,22372378.0
Telangana,2023,4,Karimnagar District,1269.0,2100573.0
Telangana,2023,4,Mancherial District,1056.0,1648956.0
Telangana,2023,4,Siddipet District,578.0,1090431.0
Telangana,2023,4,Khammam District,1143.0,1885877.0
